id,name,parent_id
929,ブルーレイレコーダー,8-5-3
930,DVDレコーダー,8-5-4
931,ブルーレイプレーヤー,8-5-5
932,DVDプレーヤー,8-5-6
933,映像用ケーブル,8-5-7
934,その他,8-5-8
935,オーディオ機器,8-6
936,ポータブルプレーヤー,8-6-1
937,イヤフォン,8-6-2
938,ヘッドフォン,8-6-3
939,アンプ,8-6-4
940,スピーカー,8-6-5
941,ケーブル/シールド,8-6-6
942,ラジオ,8-6-7
943,その他,8-6-8
944,美容/健康,8-7
945,ヘアドライヤー,8-7-1
946,ヘアアイロン,8-7-2
947,美容機器,8-7-3
948,電気シェーバー,8-7-4
949,電動歯ブラシ,8-7-5
950,その他,8-7-6
951,冷暖房/空調,8-8
952,エアコン,8-8-1
953,空気清浄器,8-8-2
954,加湿器,8-8-3
955,扇風機,8-8-4
956,除湿機,8-8-5
957,ファンヒーター,8-8-6
958,電気ヒーター,8-8-7
959,オイルヒーター,8-8-8
960,ストーブ,8-8-9
961,ホットカーペット,8-8-10
962,こたつ,8-8-11
963,電気毛布,8-8-12
964,その他,8-8-13
965,生活家電,8-9
966,冷蔵庫,8-9-1
967,洗濯機,8-9-2
968,炊飯器,8-9-3
969,電子レンジ/オーブン,8-9-4
970,調理機器,8-9-5
971,アイロン,8-9-6
972,掃除機,8-9-7
973,エスプレッソマシン,8-9-8
974,コーヒーメーカー,8-9-9
975,衣類乾燥機,8-9-10
976,その他,8-9-11
977,その他,8-10
978,その他,8-10-1
979,スポーツ・レジャー,9
980,ゴルフ,9-1
981,クラブ,9-1-1
982,ウエア(男性用),9-1-2
983,ウエア(女性用),9-1-3
984,バッグ,9-1-4
985,シューズ(男性用),9-1-5
986,シューズ(女性用),9-1-6
987,アクセサリー,9-1-7
988,その他,9-1-8
989,フィッシング,9-2
990,ロッド,9-2-1
991,リール,9-2-2
992,ルアー用品,9-2-3
993,ウエア,9-2-4
994,釣り糸/ライン,9-2-5
995,その他,9-2-6
996,自転車,9-3
997,自転車本体,9-3-1
998,ウエア,9-3-2
999,パーツ,9-3-3
1000,アクセサリー,9-3-4
1001,バッグ,9-3-5
1002,工具/メンテナンス,9-3-6
1003,その他,9-3-7
1004,トレーニング/エクササイズ,9-4
1005,ランニング,9-4-1
1006,ウォーキング,9-4-2
1007,ヨガ,9-4-3
1008,トレーニング用品,9-4-4
1009,その他,9-4-5
1010,野球,9-5
1011,ウェア,9-5-1
1012,シューズ,9-5-2
1013,グローブ,9-5-3
1014,バット,9-5-4
1015,アクセサリー,9-5-5
1016,防具,9-5-6
1017,練習機器,9-5-7
1018,記念グッズ,9-5-8
1019,応援グッズ,9-5-9
1020,その他,9-5-10
1021,サッカー/フットサル,9-6
1022,ウェア,9-6-1
1023,シューズ,9-6-2
1024,ボール,9-6-3
1025,アクセサリー,9-6-4
1026,記念グッズ,9-6-5
1027,応援グッズ,9-6-6
1028,その他,9-6-7
1029,テニス,9-7
1030,ラケット(硬式用),9-7-1
1031,ラケット(軟式用),9-7-2
1032,ウェア,9-7-3
1033,シューズ,9-7-4
1034,ボール,9-7-5
1035,アクセサリー,9-7-6
1036,記念グッズ,9-7-7
1037,応援グッズ,9-7-8
1038,その他,9-7-9
1039,スノーボード,9-8
1040,ボード,9-8-1
1041,バインディング,9-8-2
1042,ブーツ(男性用),9-8-3
1043,ブーツ(女性用),9-8-4
1044,ブーツ(子ども用),9-8-5
1045,ウエア/装備(男性用),9-8-6
1046,ウエア/装備(女性用),9-8-7
1047,ウエア/装備(子ども用),9-8-8
1048,アクセサリー,9-8-9
1049,バッグ,9-8-10
1050,その他,9-8-11
1051,スキー,9-9
1052,板,9-9-1
1053,ブーツ(男性用),9-9-2
1054,ブーツ(女性用),9-9-3
1055,ブーツ(子ども用),9-9-4
1056,ビンディング,9-9-5
1057,ウエア(男性用),9-9-6
1058,ウエア(女性用),9-9-7
1059,ウエア(子ども用),9-9-8
1060,ストック,9-9-9
1061,その他,9-9-10
1062,その他スポーツ,9-10
1063,ダンス/バレエ,9-10-1
1064,サーフィン,9-10-2
1065,バスケットボール,9-10-3
1066,バドミントン,9-10-4
1067,バレーボール,9-10-5
1068,スケートボード,9-10-6
1069,陸上競技,9-10-7
1070,ラグビー,9-10-8
1071,アメリカンフットボール,9-10-9
1072,ボクシング,9-10-10
1073,ボウリング,9-10-11
1074,その他,9-10-12
1075,アウトドア,9-11
1076,テント/タープ,9-11-1
1077,ライト/ランタン,9-11-2
1078,寝袋/寝具,9-11-3
1079,テーブル/チェア,9-11-4
1080,ストーブ/コンロ,9-11-5
1081,調理器具,9-11-6
1082,食器,9-11-7
1083,登山用品,9-11-8
1084,その他,9-11-9
1085,その他,9-12
1086,旅行用品,9-12-1
1087,その他,9-12-2
1088,ハンドメイド,10
1089,アクセサリー(女性用),10-1
1090,ピアス,10-1-1
1091,イヤリング,10-1-2
1092,ネックレス,10-1-3
1093,ブレスレット,10-1-4
1094,リング,10-1-5
1095,チャーム,10-1-6
1096,ヘアゴム,10-1-7
1097,アンクレット,10-1-8
1098,その他,10-1-9
1099,ファッション/小物,10-2
1100,バッグ(女性用),10-2-1
1101,バッグ(男性用),10-2-2
1102,財布(女性用),10-2-3
1103,財布(男性用),10-2-4
1104,ファッション雑貨,10-2-5
1105,その他,10-2-6
1106,アクセサリー/時計,10-3
1107,アクセサリー(男性用),10-3-1
1108,時計(女性用),10-3-2
1109,時計(男性用),10-3-3
1110,その他,10-3-4
1111,日用品/インテリア,10-4
1112,キッチン用品,10-4-1
1113,家具,10-4-2
1114,文房具,10-4-3
1115,アート/写真,10-4-4
1116,アロマ/キャンドル,10-4-5
1117,フラワー/ガーデン,10-4-6
1118,その他,10-4-7
1119,趣味/おもちゃ,10-5
1120,クラフト/布製品,10-5-1
1121,おもちゃ/人形,10-5-2
1122,その他,10-5-3
1123,キッズ/ベビー,10-6
1124,ファッション雑貨,10-6-1
1125,スタイ/よだれかけ,10-6-2
1126,外出用品,10-6-3
1127,ネームタグ,10-6-4
1128,その他,10-6-5
1129,素材/材料,10-7
1130,各種パーツ,10-7-1
1131,生地/糸,10-7-2
1132,型紙/パターン,10-7-3
1133,その他,10-7-4
1134,二次創作物,10-8
1135,Ingress,10-8-1
1136,クリエイターズ宇宙兄弟,10-8-2
1137,シンデレラガールズCPグッズ,10-8-3
1138,その他,10-9
1139,チケット,11
1140,音楽  ,11-1
1141,男性アイドル,11-1-1
1142,女性アイドル,11-1-2
1143,韓流,11-1-3
1144,国内アーティスト,11-1-4
1145,海外アーティスト,11-1-5
1146,音楽フェス,11-1-6
1147,声優/アニメ,11-1-7
1148,その他,11-1-8
1149,スポーツ,11-2
1150,サッカー,11-2-1
1151,野球,11-2-2
1152,テニス,11-2-3
1153,格闘技/プロレス,11-2-4
1154,相撲/武道,11-2-5
1155,ゴルフ,11-2-6
1156,バレーボール,11-2-7
1157,バスケットボール,11-2-8
1158,モータースポーツ,11-2-9
1159,ウィンタースポーツ,11-2-10
1160,その他,11-2-11
1161,演劇/芸能,11-3
1162,ミュージカル,11-3-1
1163,演劇,11-3-2
1164,伝統芸能,11-3-3
1165,落語,11-3-4
1166,お笑い,11-3-5
1167,オペラ,11-3-6
1168,サーカス,11-3-7
1169,バレエ,11-3-8
1170,その他,11-3-9
1171,イベント,11-4
1172,声優/アニメ,11-4-1
1173,キッズ/ファミリー,11-4-2
1174,トークショー/講演会,11-4-3
1175,その他,11-4-4
1176,映画,11-5
1177,邦画,11-5-1
1178,洋画,11-5-2
1179,その他,11-5-3
1180,施設利用券,11-6
1181,遊園地/テーマパーク,11-6-1
1182,美術館/博物館,11-6-2
1183,スキー場,11-6-3
1184,ゴルフ場,11-6-4
1185,フィットネスクラブ,11-6-5
1186,プール,11-6-6
1187,ボウリング場,11-6-7
1188,水族館,11-6-8
1189,動物園,11-6-9
1190,その他,11-6-10
1191,優待券/割引券,11-7
1192,ショッピング,11-7-1
1193,レストラン/食事券,11-7-2
1194,フード/ドリンク券,11-7-3
1195,宿泊券,11-7-4
1196,その他,11-7-5
1197,その他,11-8
1198,自動車・オートバイ,12
1199,自動車本体,12-1
1200,国内自動車本体,12-1-1
1201,外国自動車本体,12-1-2
1202,自動車タイヤ/ホイール,12-2
1203,タイヤ/ホイールセット,12-2-1
1204,タイヤ,12-2-2
1205,ホイール,12-2-3
1206,その他,12-2-4
1207,自動車パーツ,12-3
1208,サスペンション,12-3-1
1209,ブレーキ,12-3-2
1210,外装、エアロパーツ,12-3-3
1211,ライト,12-3-4
1212,内装品、シート,12-3-5
1213,ステアリング,12-3-6
1214,マフラー・排気系,12-3-7
1215,エンジン、過給器、冷却装置,12-3-8
1216,クラッチ、ミッション、駆動系,12-3-9
1217,電装品,12-3-10
1218,補強パーツ,12-3-11
1219,汎用パーツ,12-3-12
1220,外国自動車用パーツ,12-3-13
1221,その他,12-3-14
1222,自動車アクセサリー,12-4
1223,車内アクセサリー,12-4-1
1224,カーナビ,12-4-2
1225,カーオーディオ,12-4-3
1226,車外アクセサリー,12-4-4
1227,メンテナンス用品,12-4-5
1228,チャイルドシート,12-4-6
1229,ドライブレコーダー,12-4-7
1230,レーダー探知機,12-4-8
1231,カタログ/マニュアル,12-4-9
1232,セキュリティ,12-4-10
1233,ETC,12-4-11
1234,その他,12-4-12
1235,オートバイ車体,12-5
1236,オートバイパーツ,12-6
1237,タイヤ,12-6-1
1238,マフラー,12-6-2
1239,エンジン、冷却装置,12-6-3
1240,カウル、フェンダー、外装,12-6-4
1241,サスペンション,12-6-5
1242,ホイール,12-6-6
1243,シート,12-6-7
1244,ブレーキ,12-6-8
1245,タンク,12-6-9
1246,ライト、ウィンカー,12-6-10
1247,チェーン、スプロケット、駆動系,12-6-11
1248,メーター,12-6-12
1249,電装系,12-6-13
1250,ミラー,12-6-14
1251,外国オートバイ用パーツ,12-6-15
1252,その他,12-6-16
1253,オートバイアクセサリー,12-7
1254,ヘルメット/シールド,12-7-1
1255,バイクウエア/装備,12-7-2
1256,アクセサリー,12-7-3
1257,メンテナンス,12-7-4
1258,カタログ/マニュアル,12-7-5
1259,その他,12-7-6
1260,その他,13
1261,まとめ売り,13-1
1262,ペット用品,13-2
1263,ペットフード,13-2-1
1264,犬用品,13-2-2
1265,猫用品,13-2-3
1266,魚用品/水草,13-2-4
1267,小動物用品,13-2-5
1268,爬虫類/両生類用品,13-2-6
1269,かご/おり,13-2-7
1270,鳥用品,13-2-8
1271,虫類用品,13-2-9
1272,その他,13-2-10
1273,食品,13-3
1274,菓子,13-3-1
1275,米,13-3-2
1276,野菜,13-3-3
1277,果物,13-3-4
1278,調味料,13-3-5
1279,魚介類(加工食品),13-3-6
1280,肉類(加工食品),13-3-7
1281,その他 加工食品,13-3-8
1282,その他,13-3-9
1283,飲料/酒,13-4
1284,コーヒー,13-4-1
1285,ソフトドリンク,13-4-2
1286,ミネラルウォーター,13-4-3
1287,茶,13-4-4
1288,ウイスキー,13-4-5
1289,ワイン,13-4-6
1290,ブランデー,13-4-7
1291,焼酎,13-4-8
1292,日本酒,13-4-9
1293,ビール、発泡酒,13-4-10
1294,その他,13-4-11
1295,日用品/生活雑貨/旅行,13-5
1296,タオル/バス用品,13-5-1
1297,日用品/生活雑貨,13-5-2
1298,洗剤/柔軟剤,13-5-3
1299,旅行用品,13-5-4
1300,防災関連グッズ,13-5-5
1301,その他,13-5-6
1302,アンティーク/コレクション,13-6
1303,雑貨,13-6-1
1304,工芸品,13-6-2
1305,家具,13-6-3
1306,印刷物,13-6-4
1307,その他,13-6-5
1308,文房具/事務用品,13-7
1309,筆記具,13-7-1
1310,ノート/メモ帳,13-7-2
1311,テープ/マスキングテープ,13-7-3
1312,カレンダー/スケジュール,13-7-4
1313,アルバム/スクラップ,13-7-5
1314,ファイル/バインダー,13-7-6
1315,はさみ/カッター,13-7-7
1316,カードホルダー/名刺管理,13-7-8
1317,のり/ホッチキス,13-7-9
1318,その他,13-7-10
1319,事務/店舗用品,13-8
1320,オフィス用品一般,13-8-1
1321,オフィス家具,13-8-2
1322,店舗用品,13-8-3
1323,OA機器,13-8-4
1324,ラッピング/包装,13-8-5
1325,その他,13-8-6
1326,その他,13-9
